4.234522878124818424e-01,8.929142473621682896e-01,8.311589739490095330e-02,1.399482433212982491e+00,3.548220396041870117e-01,4.328071773052215576e-01,7.704328000545501709e-02,8.646724820137023926e-01,5.201216340065002441e-01,6.000000000000000152e-05
3.402819781103632035e-01,5.959802796355970766e-01,4.265856938426393352e-02,9.789208267416272813e-01,3.351255059242248535e-01,3.716679215431213379e-01,6.586524099111557007e-02,7.726586461067199707e-01,5.959094166755676270e-01,6.000000000000000152e-05
3.269975314412142953e-01,5.405800250352739145e-01,3.123403094882902867e-02,8.988115874194836374e-01,3.265374898910522461e-01,3.435231745243072510e-01,5.897921696305274963e-02,7.290398478507995605e-01,6.395798921585083008e-01,6.000000000000000152e-05
3.194848664612560674e-01,5.112694991568287328e-01,2.506965012381692434e-02,8.558240157988045160e-01,3.201838135719299316e-01,3.259978592395782471e-01,5.893365666270256042e-02,7.051152586936950684e-01,6.473466157913208008e-01,6.000000000000000152e-05
3.144057941878889983e-01,4.912666061209453594e-01,2.115502890503893549e-02,8.268274293823556498e-01,3.154448270797729492e-01,3.132793009281158447e-01,5.591583251953125000e-02,6.846398711204528809e-01,6.672471761703491211e-01,6.000000000000000152e-05
3.105784684665255369e-01,4.769945357215928383e-01,1.833152705401816865e-02,8.059045308304356725e-01,3.121511340141296387e-01,3.051024973392486572e-01,5.421478301286697388e-02,6.714683771133422852e-01,6.736595034599304199e-01,6.000000000000000152e-05
3.075545594325432286e-01,4.654346725393782580e-01,1.631016293677481008e-02,7.892993950745561538e-01,3.096730113029479980e-01,2.976151406764984131e-01,5.197370797395706177e-02,6.592618823051452637e-01,6.886678338050842285e-01,6.000000000000000152e-05
3.049183464066667626e-01,4.562737372255587509e-01,1.464074356743687126e-02,7.758328271174168567e-01,3.069278299808502197e-01,2.925904393196105957e-01,4.759424552321434021e-02,6.471125483512878418e-01,7.121338248252868652e-01,6.000000000000000152e-05
3.027385502472356160e-01,4.487097086716484440e-01,1.330705254530575171e-02,7.647553116115894944e-01,3.049809336662292480e-01,2.882098257541656494e-01,4.934691637754440308e-02,6.425376534461975098e-01,7.038971781730651855e-01,6.000000000000000152e-05
3.008621738605447016e-01,4.423855539927115665e-01,1.238994946661737921e-02,7.556376773249972034e-01,3.033042252063751221e-01,2.826741039752960205e-01,5.050852149724960327e-02,6.364868879318237305e-01,7.056108117103576660e-01,6.000000000000000152e-05
2.966900429694534491e-01,4.237379295632734411e-01,8.754108452585469130e-03,7.291820810194853397e-01,2.993023395538330078e-01,2.697065472602844238e-01,4.399654269218444824e-02,6.130053997039794922e-01,7.383637428283691406e-01,3.000000000000000076e-05
2.953326323898611272e-01,4.183475204745492060e-01,7.976826297955276132e-03,7.216569787722367790e-01,2.984058856964111328e-01,2.666428387165069580e-01,4.253256320953369141e-02,6.075813174247741699e-01,7.461857795715332031e-01,3.000000000000000076e-05
2.943357672665145586e-01,4.156242133005634831e-01,7.600548148217897530e-03,7.175605285102194530e-01,2.971102595329284668e-01,2.647226452827453613e-01,4.320704564452171326e-02,6.050398945808410645e-01,7.464068531990051270e-01,3.000000000000000076e-05
2.935149402801807139e-01,4.126910131072605292e-01,7.237083977622435320e-03,7.134430369571015396e-01,2.963721454143524170e-01,2.626547813415527344e-01,4.177842661738395691e-02,6.008054018020629883e-01,7.513267993927001953e-01,3.000000000000000076e-05
2.927187587509115785e-01,4.102395789914733970e-01,6.938149729912465764e-03,7.098964876100257726e-01,2.957474887371063232e-01,2.620141208171844482e-01,4.253483563661575317e-02,6.002964377403259277e-01,7.502764463424682617e-01,3.000000000000000076e-05
2.907764837055743512e-01,4.009368040682850243e-01,5.505751891062942750e-03,6.972190398796573874e-01,2.934868037700653076e-01,2.530517578125000000e-01,4.052840173244476318e-02,5.870670080184936523e-01,7.605307102203369141e-01,1.500000000000000038e-05
2.901331584826930543e-01,3.982289190786880706e-01,5.192701085561766093e-03,6.935547787475061510e-01,2.928763329982757568e-01,2.546797394752502441e-01,4.121108725666999817e-02,5.887671709060668945e-01,7.570480704307556152e-01,1.500000000000000038e-05
2.896504133980680185e-01,3.968066987902908460e-01,5.031407147076346655e-03,6.914885194026506587e-01,2.926585078239440918e-01,2.510641217231750488e-01,4.033735394477844238e-02,5.840600132942199707e-01,7.626866102218627930e-01,1.500000000000000038e-05
2.892314923497346646e-01,3.953570590585797628e-01,4.917864100387125785e-03,6.895064154627559283e-01,2.920888662338256836e-01,2.513534426689147949e-01,3.998256847262382507e-02,5.834248065948486328e-01,7.648424506187438965e-01,1.500000000000000038e-05
2.888206101618298050e-01,3.940011868568566999e-01,4.782408450272479170e-03,6.876042054478939125e-01,2.916078269481658936e-01,2.504922151565551758e-01,3.883164748549461365e-02,5.809317231178283691e-01,7.724433541297912598e-01,1.500000000000000038e-05
2.878403429908084621e-01,3.891895252744574929e-01,4.159784685061722331e-03,6.811896530284986540e-01,2.908815741539001465e-01,2.474927008152008057e-01,3.810247406363487244e-02,5.764767527580261230e-01,7.737424969673156738e-01,7.500000000000000190e-06
2.875289915141823749e-01,3.879209077030748021e-01,4.032973182567709675e-03,6.794828726040138545e-01,2.905388474464416504e-01,2.456144988536834717e-01,3.836791589856147766e-02,5.745213031768798828e-01,7.731066942214965820e-01,7.500000000000000190e-06
2.872906064389498804e-01,3.871171099389647541e-01,3.936887767635558442e-03,6.783446041109797431e-01,2.903462648391723633e-01,2.457957565784454346e-01,3.840330988168716431e-02,5.745453238487243652e-01,7.728303074836730957e-01,7.500000000000000190e-06
2.870914954381001971e-01,3.861755549449187308e-01,3.896530614462220734e-03,6.771635810261243948e-01,2.898817956447601318e-01,2.467646747827529907e-01,3.727514669299125671e-02,5.739215612411499023e-01,7.820619940757751465e-01,7.500000000000000190e-06
2.868590125818173964e-01,3.855674270499538370e-01,3.824442758245373119e-03,6.762508826629146652e-01,2.895084917545318604e-01,2.456825673580169678e-01,3.935054317116737366e-02,5.745416283607482910e-01,7.685738205909729004e-01,7.500000000000000190e-06
